DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
venndb,VennDB,https://dbdb.io/db/venndb,https://dbdb.io/media/logos/venndb.svg,,VennDB is an append-only in-memory DBMS that is based on bitmap index storage.,Relational,Custom API,Embedded,https://venndb.plabayo.tech/,https://venndb.plabayo.tech/,https://github.com/plabayo/venndb,https://docs.rs/venndb/latest/venndb/,https://docs.rs/venndb/latest/venndb/,Plabayo,BE,2023,,Open Source,Rust,Rust,Rust,Rust,,"Apache v2,MIT License",Linux,,,,,,,,,In-Memory,,,,,BitMap,,,,,,,,,,,,,,,,FlagDB,,,Relational,Y,plabayo/venndb,plabayo,venndb,Y
vertexdb,VertexDB,https://dbdb.io/db/vertexdb,https://dbdb.io/media/logos/vertexdb.svg,,"VertexDB (aka ""Vertex"") A graph database server written in C that uses Tokyo Cabinet for persistent storage and libevent for networking. It communicates via HTTP with JSON responses and features automatic garbage collection for managing graph structures.",Graph,HTTP / REST,,http://www.dekorte.com/projects/opensource/vertexdb,http://www.dekorte.com/projects/opensource/vertexdb,https://github.com/stevedekorte/vertexdb,https://dekorte.com/projects/opensource/vertexdb/docs/manual.html,https://dekorte.com/projects/opensource/vertexdb/docs/manual.html,,US,2009,2018,"Hobby,Open Source",C,C,,,Tokyo Cabinet,BSD License,"Linux,macOS",,,,,,,,,Disk-oriented,,Not Supported,,,,,,Shadow Paging,,,,,,,,,,,,,,,,Graph,Y,stevedekorte/vertexdb,stevedekorte,vertexdb,Y
vespa,Vespa,https://dbdb.io/db/vespa,https://dbdb.io/media/logos/vespa.svg,,Vespa is a document-oriented search engine that supports a SQL dialect (YQL).,Document / XML,"Custom API,SQL",,https://vespa.ai,https://vespa.ai,https://github.com/vespa-engine/vespa,https://docs.vespa.ai,https://docs.vespa.ai,Yahoo Inc.,NO,1997,,Open Source,C++,C++,Java,Java,,Apache v2,Linux,https://blog.vespa.ai,@vespaengine,,,"Claude,Copilot",,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,vespa-engine/vespa,vespa-engine,vespa,Y
victoriametrics,VictoriaMetrics,https://dbdb.io/db/victoriametrics,https://dbdb.io/media/logos/vm-com-hor-asset-black.png.40x40_q85.png,,"VictoriaMetrics Open Source is a fast and scalable open-source time series database and monitoring solution. It's designed to allowing users to build a monitoring platform without scalability issues. The open source solution is ideal for solving use cases involving large amounts of time series data in IT infrastructure, APM, Kubernetes, IoT sensors, automotive vehicles, industrial telemetry, financial data, and other enterprise-level workloads.",Column Family / Wide-Column,"Custom API,PromQL",,https://victoriametrics.com,https://victoriametrics.com,https://github.com/VictoriaMetrics/VictoriaMetrics,https://docs.victoriametrics.com,https://docs.victoriametrics.com,VictoriaMetrics,UA,2018,,Open Source,Go,Go,,,,Apache v2,,https://victoriametrics.com/blog/,@VictoriaMetrics,,,Copilot,,,,,,"Non-Blocking,Consistent",,,"Inverted Index (Full Text),Log-Structured Merge Tree",,,Not Supported,,,,,,,,,,,,Prometheus,,,,Wide column,Y,VictoriaMetrics/VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,Y
villagesql,VillageSQL,https://dbdb.io/db/villagesql,https://dbdb.io/media/logos/villagesql.svg,,VillageSQL is fork of MySQL with added support for extensions.,Relational,SQL,Shared-Everything,https://villagesql.com,https://villagesql.com,https://github.com/villagesql/villagesql-server,https://villagesql.com/docs,https://villagesql.com/docs,"VillageSQL, Inc.",US,2025,,"Commercial,Open Source",,,,,,GPL v2,Linux,https://villagesql.com/blog,@VillageSQL,,,Claude,,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Fuzzy,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,"B+Tree,R-Tree,Inverted Index (Full Text)","Read Uncommitted,Read Committed,Serializable,Repeatable Read",Nested Loop Join,"Physical Logging,Physiological Logging",Not Supported,Tuple-at-a-Time Model,Supported,Virtual Views,MySQL,,Copy-on-Write / Shadow Paging,,,,,MySQL,,,,Relational,Y,villagesql/villagesql-server,villagesql,villagesql-server,Y
vitess,Vitess,https://dbdb.io/db/vitess,https://dbdb.io/media/logos/vitess2026.svg,,Vitess is a middleware layer for scaling out MySQL.,Relational,SQL,Shared-Nothing,https://vitess.io,https://vitess.io,https://github.com/vitessio/vitess,https://vitess.io/docs/,https://vitess.io/docs/,"YouTube, LLC",US,2011,,Open Source,Go,Go,,,MySQL,Apache v2,Linux,https://vitess.io/blog/,@vitessio,,,"Aider,Claude,Copilot",,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Fuzzy,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,"B+Tree,R-Tree,Inverted Index (Full Text)","Read Uncommitted,Read Committed,Serializable,Repeatable Read",Nested Loop Join,"Physical Logging,Physiological Logging",Not Supported,Tuple-at-a-Time Model,Supported,Virtual Views,,,Copy-on-Write / Shadow Paging,,,,,MySQL,,Cloud Native Computing Foundation,,Relational,Y,vitessio/vitess,vitessio,vitess,Y
viyadb,ViyaDB,https://dbdb.io/db/viyadb,https://dbdb.io/media/logos/viyadb.svg,,ViyaDB is an in-memory columnar analytical data store.,Relational,"SQL,HTTP / REST",Shared-Everything,https://viyadb.com,https://viyadb.com,https://github.com/viyadb/viyadb,,,Michael Spector,IL,2017,2019,Open Source,C++,C++,,,,Apache v2,,,@viyadb,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,,,,,,,Relational,Y,viyadb/viyadb,viyadb,viyadb,Y
voiddb,voidDB,https://dbdb.io/db/voiddb,https://dbdb.io/media/logos/voiddb.png.40x40_q85.png,,voidDB is an embedded key/value DBMS that uses memory-mapped files to manage memory.,Key-Value,Custom API,Embedded,https://github.com/voidDB/voidDB,https://github.com/voidDB/voidDB,https://github.com/voidDB/voidDB,https://pkg.go.dev/github.com/voidDB/voidDB,https://pkg.go.dev/github.com/voidDB/voidDB,Joel Ling,JP,2024,,"Hobby,Open Source",Go,Go,Go,Go,,BSD License,"Linux,macOS",,,,,,,,,,N-ary Storage Model (Row/Record),,,,B+Tree,,,,,,,,,,,LMDB,,,,,,,,Key-value,Y,voidDB/voidDB,voidDB,voidDB,Y
voldemort,Voldemort,https://dbdb.io/db/voldemort,https://dbdb.io/media/logos/voldemort.png.40x40_q85.png,,Voldemort is a distributed key-value DBMS created by LinkedIn.,Key-Value,Custom API,,http://project-voldemort.com,http://project-voldemort.com,https://github.com/voldemort/voldemort,,,LinkedIn Corporation,US,2009,2017,Open Source,Java,Java,,,,Apache v2,,,,https://en.wikipedia.org/wiki/Voldemort_(distributed_data_store),https://en.wikipedia.org/wiki/Voldemort_(distributed_data_store),,,,,,,,,,,,,,,,,,,,,,,,,,Project Voldemort,,,Key-value,Y,voldemort/voldemort,voldemort,voldemort,Y
vsql,vsql,https://dbdb.io/db/vsql,,,vsql is a single-file SQL database written in the V programming language with no external dependencies.,Relational,SQL,Shared-Everything,https://github.com/elliotchance/vsql,https://github.com/elliotchance/vsql,https://github.com/elliotchance/vsql,https://vsql.readthedocs.io/en/latest/,https://vsql.readthedocs.io/en/latest/,Elliot Chance,US,2021,2024,"Hobby,Open Source",V,V,,,,MIT License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PostgreSQL,vdb,,,Relational,Y,elliotchance/vsql,elliotchance,vsql,Y
vyhodb,vyhodb,https://dbdb.io/db/vyhodb,https://dbdb.io/media/logos/vyhodb.svg,,vyhodb is a network-model DBMS written in Java that supports serializable transactions.,Network,Custom API,"Shared-Everything,Embedded",http://www.vyhodb.com,http://www.vyhodb.com,http://www.vyhodb.com/doku.php?id=download,http://www.vyhodb.com/doku.php?id=docs,http://www.vyhodb.com/doku.php?id=docs,Igor Vykhodtsev,RU,2012,2020,"Hobby,Open Source",Java,Java,,,,Microsoft Reference Source License,All OS with Java VM,,,,,,,,,,,,,,,Serializable,,Physiological Logging,,,Supported,,,,,,,,,,,,,Network,,,,,Y
warehousepg,WarehousePG,https://dbdb.io/db/warehousepg,https://dbdb.io/media/logos/warehousepg.png.40x40_q85.png,,"WarehousePG is an open-source massively parallel processing (MPP) database server designed for analytical data warehouse and business intelligence workloads. It is based on PostgreSQL and operates as a distributed system where user data is partitioned across multiple segment hosts in a shared-nothing architecture. The system supports standard SQL interfaces, columnar and row-based storage models, and includes extensions for geospatial analytics and machine learning.",Relational,"SQL,PL/SQL",Shared-Nothing,https://warehouse-pg.io,https://warehouse-pg.io,https://github.com/warehouse-pg/warehouse-pg,https://warehouse-pg.io/docs/7x/,https://warehouse-pg.io/docs/7x/,,US,2025,,"Commercial,Open Source",C,C,,,,Apache v2,Linux,,,,,Claude,,,,Disk-oriented,"Decomposition Storage Model (Columnar),N-ary Storage Model (Row/Record),Custom","Non-Blocking,Consistent",Multi-version Concurrency Control (MVCC),Supported,"B+Tree,BitMap","Read Uncommitted,Read Committed,Serializable","Nested Loop Join,Hash Join,Sort-Merge Join,Semi Join",Command Logging,JIT Compilation,Vectorized Model,Not Supported,Virtual Views,Greenplum,,,,,,,,,,,Relational,Y,warehouse-pg/warehouse-pg,warehouse-pg,warehouse-pg,Y
warp-10,Warp 10,https://dbdb.io/db/warp-10,https://dbdb.io/media/logos/warp10_PJkS8LP.svg,,"Warp 10 is an open-source time series DBMS to collect, store and analyze sensors and time series data. It uses a proprietary analysis languages, WarpScript and FLoWS. This environment makes it possible in particular to perform statistics, extraction of characteristics for training models, filtering and cleaning of data, detection of patterns and anomalies, synchronization or even forecasts.",,Custom API,,https://warp10.io,https://warp10.io,https://github.com/senx/warp10-platform,https://www.warp10.io/content/03_Documentation/00_Overview,https://www.warp10.io/content/03_Documentation/00_Overview,SenX S.A.S.,FR,2013,,"Commercial,Open Source",Java,Java,,,,Apache v2,All OS with Java VM,,@warp10io,https://fr.wikipedia.org/wiki/Warp_10,https://fr.wikipedia.org/wiki/Warp_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,senx/warp10-platform,senx,warp10-platform,Y
weaviate,Weaviate,https://dbdb.io/db/weaviate,https://dbdb.io/media/logos/weaviate2023.svg,,Weaviate is a vector DBMS that uses a custom query interface.,Vector,,Shared-Everything,https://weaviate.io,https://weaviate.io,https://github.com/weaviate/weaviate,https://docs.weaviate.io/weaviate,https://docs.weaviate.io/weaviate,"Weaviate, B.V.",NL,2016,,"Commercial,Open Source","Assembly,C++,Go","Assembly,C++,Go",,,,BSD License,,,@weaviate_io,,,"Claude,Copilot",,,,,,,,,Hierarchical Navigable Small World (HNSW),,,,,,,,,,Log-structured,,,,,,,,,Vector,Y,weaviate/weaviate,weaviate,weaviate,Y
webscalesql,WebScaleSQL,https://dbdb.io/db/webscalesql,https://dbdb.io/media/logos/webscalesql.png.40x40_q85.png,,"WebScaleSQL was an open-source relational database management system built as a collaborative branch of MySQL 5.6, aimed at deployments managing large data volumes across many servers.",Relational,SQL,Shared-Everything,http://webscalesql.org,http://webscalesql.org,https://github.com/facebookarchive/webscalesql-5.6,,,,"CN,US",2014,2016,Open Source,"Bash,C,C++,Perl","Bash,C,C++,Perl",,,,GPL v2,Linux,http://webscalesql.org/blog/,@WebScaleSQL,https://en.wikipedia.org/wiki/WebScaleSQL,https://en.wikipedia.org/wiki/WebScaleSQL,,,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Fuzzy,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,"B+Tree,R-Tree,Inverted Index (Full Text)","Read Uncommitted,Read Committed,Serializable,Repeatable Read",Nested Loop Join,"Physical Logging,Physiological Logging",Not Supported,Tuple-at-a-Time Model,Supported,Virtual Views,MySQL,,Copy-on-Write / Shadow Paging,,,,,,,,,Relational,Y,facebookarchive/webscalesql-5.6,facebookarchive,webscalesql-5.6,Y
whitedb,WhiteDB,https://dbdb.io/db/whitedb,https://dbdb.io/media/logos/whitedb.svg,,In-memory tuple store aiming to be fast and easy to use in embedded systems. Future goal is to integrate an inference engine for rule-based reasoning.,Network,Custom API,Embedded,http://whitedb.org,http://whitedb.org,https://github.com/priitj/whitedb,http://whitedb.org/tutorial.html,http://whitedb.org/tutorial.html,,EE,2008,2026,"Hobby,Open Source",C,C,"C,Python","C,Python",,GPL v3,,,,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,Applications may request global lock in shared or exclusive mode.,,"Hash Table,T-Tree",,Not Supported,Logical Logging,,Materialized Model,Not Supported,Not Supported,,,,,,,,,,,,Network,Y,priitj/whitedb,priitj,whitedb,Y
wiredtiger,WiredTiger,https://dbdb.io/db/wiredtiger,https://dbdb.io/media/logos/WiredTigerLogo.svg,,"WiredTiger is an open-source key/value storage engine for NoSQL databases and is currently the default storage engine for MongoDB. WiredTiger supports both B-tree and log-structured merge tree for data storage. It also supports both row store and column store. WiredTiger employs multi-version concurrency control for better scalability on multi-core architectures and supports several standard isolation levels. Though WiredTiger is often considered as a storage engine, it also has some basic schema support where schemas are provided by users at runtime. WiredTiger is developed in C and provides Java/Python language bindings. It has a set of APIs that is compatible with LevelDB.",Key-Value,"Custom API,Command-line / Shell",Embedded,https://www.mongodb.com,https://www.mongodb.com,https://github.com/wiredtiger/wiredtiger,http://source.wiredtiger.com/develop/index.html,http://source.wiredtiger.com/develop/index.html,WiredTiger,"AU,US",2008,,"Commercial,Open Source",C,C,"C,Java,Python","C,Java,Python",,"GPL v2,GPL v3","Linux,Windows",,@WiredTigerInc,https://en.wikipedia.org/wiki/WiredTiger,https://en.wikipedia.org/wiki/WiredTiger,"Claude,Copilot",,,"Dictionary Encoding,Run-Length Encoding,Naïve (Page-Level),Prefix Compression",Hybrid,"Decomposition Storage Model (Columnar),N-ary Storage Model (Row/Record)","Non-Blocking,Consistent",Multi-version Concurrency Control (MVCC),Not Supported,"B+Tree,Log-Structured Merge Tree","Read Uncommitted,Read Committed,Snapshot Isolation","Nested Loop Join,Index Nested Loop Join",Physical Logging,Not Supported,Tuple-at-a-Time Model,Not Supported,Not Supported,,,"Log-structured,Heaps",LevelDB,,,"MongoDB, Inc.","LevelDB,RocksDB",,,,Key-value,Y,wiredtiger/wiredtiger,wiredtiger,wiredtiger,Y
wonderdb,WonderDB,https://dbdb.io/db/wonderdb,https://dbdb.io/media/logos/wonderdb.svg,,WonderDB is a transactional single-node DBMS written in Java.,Relational,SQL,Shared-Everything,http://wonderdb.org,http://wonderdb.org,https://github.com/dreamdbvilas/wonderdb,http://wonderdb.org?portfolio=high-level-architecture-2,http://wonderdb.org?portfolio=high-level-architecture-2,Vilas Athavale,US,2013,2015,"Hobby,Open Source",Java,Java,,,,,,,@wonderdbvilas,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,"B+Tree,Hash Table",,,Physical Logging,,,,,,,,,,,,,,,,Relational,Y,dreamdbvilas/wonderdb,dreamdbvilas,wonderdb,Y
xapian,Xapian,https://dbdb.io/db/xapian,https://dbdb.io/media/logos/xapian.png.40x40_q85.png,,Xapian is an open-source search engine that supports full-text queries.,Document / XML,Custom API,Embedded,https://xapian.org,https://xapian.org,https://github.com/xapian/xapian,https://xapian.org/docs/,https://xapian.org/docs/,BrightStation,GB,2001,,"Commercial,Open Source",C++,C++,"C#,Erlang,Java,JavaScript,Lua,PHP,Python,R,Ruby,Tcl","C#,Erlang,Java,JavaScript,Lua,PHP,Python,R,Ruby,Tcl",,GPL v2,,,@xapian,https://en.wikipedia.org/wiki/Xapian,https://en.wikipedia.org/wiki/Xapian,,,,,,,,,,,,,,,,,,,,,,,,,,OmSeek,,,Document,Y,xapian/xapian,xapian,xapian,Y
