Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Storage Architecture,Storage Model,Storage Organization,Stored Procedures,Views,Twitter,Inspired By,Compatible With,Wikipedia,Checkpoints,Compression,Former Name,Derived From,Storage Format
littled,LittleD,,,,,https://github.com/graemedouglas/LittleD,https://github.com/graemedouglas/LittleD,,Graeme Douglas,CA,,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
llamadb,LlamaDB,,,,,https://github.com/nukep/llamadb/,https://github.com/nukep/llamadb/,,Danny Spencer,CA,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
lmdb,LMDB,"LMDB (Lightning Memory-Mapped Database) is a embedded database for key-value data based on B+trees. It is fully ACID transactional. The key features of LMDB are that it uses a single-level store based on memory-map files, which means that the OS is responsible for managing the pages (like caching frequently uses pages). It uses shared memory copy-on-write semantics with a single writer; readers do not block writers, writers do not block readers, and readers do not block readers. The system allows as many versions of data at any time as there are transactions (many read, one write). It also maintains a free list of pages to track and reuse pages instead of allocating memory each time.",,,,https://symas.com/lmdb/technical/,http://www.openldap.org/software/repo.html,,Howard Chu,IE,,,"Commercial,Open Source",,,,OpenLDAP Public License,,,,,,,,,,,,,,,,,,,,,,,
localsql,LocalSQL,LocalSQL is an embedded relational DBMS that provides library and command line tool for executing SQL statements on local database files.,,,,http://localsql.sourceforge.net/,https://sourceforge.net/projects/localsql/,,Dave Berton,US,,,Open Source,,,,LGPL v2,,,,,,,,,,,,,,,,,,,,,,,
locustdb,LocustDB,"LocustDB is an experimental, single-node engine for parallel execution of analytical queries.",,,,,https://github.com/cswinter/LocustDB,,Clemens Winter,US,,,Open Source,,,,,,,,,,,,,,,,,,,,,,,,,,,
lokijs,LokiJS,"LokiJS is an in-memory, document-oriented JavaScript database.",,,,http://lokijs.org/,https://github.com/techfort/LokiJS,,Joe Minichino,IE,,,Open Source,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovefield,Lovefield,,,,,https://google.github.io/lovefield/,https://github.com/google/lovefield,,Google,US,,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
lowdb,LowDB,,,,,https://github.com/typicode/lowdb,https://github.com/typicode/lowdb,,,,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
lucene,Lucene,Lucene is an open-source embedded search engine software library.,,,,https://lucene.apache.org/,https://github.com/apache/lucene,,Apache Software Foundation,US,,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
luciddb,LucidDB,"LucidDB is a DBMS optimized for business intelligence. Its architecture supports column-store, bitmap indexing, hash join/aggregation, and page-level multi-versioning. LucidDB is designed to achieve flexible, high-performance data integration and sophisticated query processing, making it suitable for data warehousing and OLAP servers. It is part of the,Eigenbase,project.",,,,http://luciddb.sourceforge.net/,https://github.com/LucidDB/luciddb,,"LucidEra, Inc.",US,,,"Commercial,Open Source",,,,"Apache v2,GPL v2,LGPL v2",,,,,,,,,,,,,,,,,,,,,,,
lungodb,LungoDB,LungoDB is a MongoDB-compatible embedded DBMS engine for Go applications.,,,,https://github.com/256dpi/lungo,https://github.com/256dpi/lungo,,Joël Gähwiler,CH,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
m3db,M3DB,"M3DB is a distributed time series database developed for the,M3,metrics platform.",,,,https://m3db.io/,https://github.com/m3db/m3,,Uber,US,,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
magma,Magma,"Magma is a multi-user object database designed for,Squeak,systems.",,,,http://wiki.squeak.org/squeak/2665,http://www.squeaksource.com/Magma.html,,Chris Muller,US,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
mangodb,MangoDB,"MangoDB is a parody DBMS of,MongoDB,. It supports the MongoDB wire protocol but all writes go to,/dev/null,(i.e., data is not stored and all writes are lost forever). It was inspired by the,""MongoDB is Webscale"",cartoon from 2010. Since any operation on the DBMS discards data, all operations complete in constant time.",,,,https://github.com/dcramer/mangodb,https://github.com/dcramer/mangodb,,David Cramer,US,,,"Hobby,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,
manticore-search,Manticore Search,Manticore Search is a full-text search and analytical database. It's designed to provide great performance on both small and large data volumes with no need to go deep into configuring it to achieve that.,,,,https://manticoresearch.com/,https://github.com/manticoresoftware/manticoresearch,,Manticore Software Ltd,GB,,,"Commercial,Open Source",,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
mapdb,MapDB,"MapDB is an open-source embedded Java database engine and collection framework. It provides Maps, Sets, Lists, Queues, Bitmaps with range queries, expiration, compression, off-heap storage and streaming.",,,,http://www.mapdb.org,https://github.com/jankotek/mapdb/,,Jan Kotek,CZ,,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
marcellodb,MarcelloDB,MarcelloDB is an embedded object-oriented DBMS for C# Windows applications.,,,,http://www.marcellodb.org/,https://github.com/markmeeus/MarcelloDB,,Mark Meeus,BE,,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
mariadb,MariaDB,"MariaDB is a relational DBMS that started as a fork of MySQL. New features from MySQL are likely to be also added into MariaDB. In most cases, users can directly switch from MySQL to MariaDB without having to modify their application code.",,,,http://mariadb.org/,https://github.com/MariaDB/server,,MariaDB Foundation,SE,,,Open Source,,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
mariposa,Mariposa,Mariposa was an experimental distributed database management system developed by Mike Stonebraker at the University of Calfornia-Berkeley.,,,,http://mariposa.cs.berkeley.edu/,http://mariposa.cs.berkeley.edu/download.html,,University of Calfornia-Berkeley,US,,,"Academic,Open Source",,,,BSD,,,,,,,,,,,,,,,,,,,,,,,
matrixone,MatrixOne,MatrixOne is an HTAP DBMS written in Go.,,,,https://www.matrixorigin.io/,https://github.com/matrixorigin/matrixone,,MatrixOrigin,CN,,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
mcdb,mcdb,"mcdb (""mmap constant database"") is based on the cdb library for creating and reading constant (i.e., immutable) databases.",,,,https://github.com/gstrauss/mcdb,https://github.com/gstrauss/mcdb,,Glenn Strauss,US,,,Open Source,,,,LGPL v2,,,,,,,,,,,,,,,,,,,,,,,
mckoi-sql-database,Mckoi SQL Database,Mckoi SQL Database is a relational DBMS written in Java.,Relational,,,http://mckoi.com/originalmckoisql/index.html,https://github.com/Mckoi/origsqldb,,"Diehl and Associates, Inc.",US,1998.0,,"Commercial,Open Source",Java,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
meilisearch,Meilisearch,Meilisearch is a document-oriented search engine.,Document / XML,,,https://www.meilisearch.com/,https://github.com/meilisearch/meilisearch,,Meilisearch,FR,2018.0,,"Commercial,Open Source",Rust,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
memcached,Memcached,"Memcached (pronunciation: mem-cash-dee) is a distributed in-memory key-value storage system, usually used for caching objects in memory to speed up database applications. Typically, users wrap database queries with Memcached get/set operations to cache recently-used objects.",Key/Value,,,https://memcached.org/,https://github.com/memcached/memcached,,Danga Interactive,US,2003.0,,"Commercial,Open Source",C,,,BSD,,,,Hash Table,,,,,,,,,,,,,,,,,,,
memgraph,Memgraph,"Memgraph is a native fully distributed in-memory graph database built to handle real-time use-cases. It features full ACID-compliant transactions and strong consistency, and uses the RAFT algorithm for replication. It supports the standardized openCypher query language. Various graph algorithms are also shipped with the database, such as breadth first search and weighted shortest path. Memgraph is available on-premises or in-cloud, and is offered in a single node or distributed version.",Graph,,,https://memgraph.com,https://github.com/memgraph/memgraph,,Dominik Tomicevic and Marko Budiselic,GB,2016.0,,"Commercial,Open Source","C,C++",,,Business Source License,,,,Skip List,,,,,,,,,,,,,,,,,,,
memstate,Memstate,Memstate is a transactional in-memory object-oriented DBMS. It uses PostgreSQL or EventStore as its back-end storage layer.,Object-Oriented,,,https://memstate.io,https://github.com/devrexlabs/memstate,,Devrex Labs,SE,2017.0,,"Commercial,Open Source",C#,,,"GPL v3,LGPL v3",,,,,,,,,,,,,,,,,,,,,,,
mentat,Mentat,"Project Mentat is a persistent, embedded knowledge base written in Rust.",Relational,,,https://mozilla.github.io/mentat/,https://github.com/mozilla/mentat,,Mozilla,US,2016.0,,Open Source,Rust,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
metalbase,MetalBase,"MetalBase is a small relational database management system. It has all the pieces that a relational database should have from the early 1990s: C interface, curses interface, and a report writer.",Relational,,,,https://github.com/apavlo/metalbase,,Richard P Jernigan IV,US,,,Open Source,C,,,,,,,AVL-Tree,,,,,,,,,,,,,,,,,,,
milvus,Milvus,Milvus is a vector DBMS design to to store vectors generated by machine learning models and neural networks.,Array / Matrix,,,https://milvus.io/,https://github.com/milvus-io/milvus,,The Milvus Project,CN,2019.0,,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
mldb,MLDB,MLDB is an open-source database designed for machine learning.,,,,https://mldb.ai/,https://github.com/mldbai/mldb,,MLDB.ai,CA,2015.0,,"Commercial,Open Source",C++,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
mnesia,Mnesia,Mnesia is a distributed relational DBMS written in the Erlang.,Relational,,,http://www.erlang.org/doc/man/mnesia.html,https://github.com/erlang-labs/mnesia,,Ericsson,FI,,,Open Source,Erlang,,,,,,,,,,,,,,,,,,,,,,,,,,
modeshape,ModeShape,"ModeShape is a hierarchical, transactional, and consistent data store with support for queries, full-text search, events, versioning, references, and dynamic schemas.",Object-Oriented,,,http://modeshape.jboss.org/,https://github.com/ModeShape/modeshape,,Red Hat,US,2008.0,,"Commercial,Open Source",Java,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
mondrian,Mondrian,Mondrian is an OLAP query execution engine written in Java.,Relational,,,https://mondrian.pentaho.com/,https://github.com/pentaho/mondrian,,Pentaho,US,2002.0,,"Commercial,Open Source",Java,,,Eclipse Public License,,,,,,,,,,,,,,,,,,,,,,,
monetdb,MonetDB,,Column Family,,,https://www.monetdb.org/,https://github.com/MonetDB/MonetDB,,CWI,NL,2002.0,,"Academic,Open Source",C,,,Mozilla Public License,,,,Hash Table,,,,,,,,,,,,,,,,,,,
mongodb,MongoDB,"MongoDB is a free and open-source cross-platform document-oriented program. It is a NoSQL database uses JSON-like documents with schemas-less. Ad hoc queries, indexing and real time aggregation provide powerful ways to access and analyze the data. It is a distributed database at its core that provides high availability, horizontal scaling, and geographic distribution.",Document / XML,,,http://www.mongodb.com,https://github.com/mongodb/mongo,,MongoDB Inc.,US,2009.0,,"Commercial,Open Source",,,,Server Side Public License,,,,B+Tree,,,,,,,,,,,,,,,,,,,
mulgara,Mulgara,Mulgara is a RDF DBMS written entirely in Java,Triplestore (RDF),,,http://www.mulgara.org/,https://github.com/quoll/mulgara,,,US,2006.0,,Open Source,Java,,,Open Software License 3.0,,,,,,,,,,,,,,,,,,,,,,,
mutable,mutable,mutable is an academic DBMS designed to support rapid prototyping of research ideas while also maintaining performance that is competitive with state-of-the-art systems.,,,,https://bigdata.uni-saarland.de/projects/mutable,,,Saarland University,DE,2019.0,,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,
mysql,MySQL,"MySQL is an open-source relational database management system. MySQL is used in many web applications and websites, and there are several commercial databases that are compatible with it. Users interact with the database through SQL. The default version of MySQL uses InnoDB as a storage engine. However, the MySQL storage engine architecture is pluggable, allowing for a specialized storage engine to be used. MySQL has been actively updated and supported since 1995, with new versions being released every 1-3 years. Several MySQL forks exist, most notably MariaDB, which is led by the original MySQL developers. Oracle, which acquired MySQL in 2010, offers several paid editions of the DBMS that offer additional features.",Relational,,,https://www.mysql.com,https://github.com/mysql/mysql-server,,MySQL AB,SE,1994.0,,Open Source,"C,C++",,,GPL v2,,,,"B+Tree,R-Tree,Inverted Index (Full Text)",,,,,,,,,,,,,,,,,,,
nanolat,Nanolat,"Nanolat is an in-memory key/value store that supports,PUT,/,GET,/,DEL,and range search on cursors.",Key/Value,,,http://nanolat.com/index/0-2,https://github.com/Nanolat/nldb,,,KR,2012.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
ncache,NCache,NCache is a distributed cache for .NET and Java. It is an open source product released under the Apache 2.0 license.,Key/Value,,,http://www.alachisoft.com/ncache/,https://github.com/Alachisoft/NCache/,,Alachisoft,US,2015.0,,"Commercial,Open Source",,,,"Apache v2,Proprietary",,,,,,,,,,,,,,,,,,,,,,,
ndatabase,NDatabase,NDatabase is a object-oriented DBMS written in C# for the .NET environment.,Object-Oriented,,,http://ndatabase.net,https://archive.codeplex.com/?p=ndatabase,,Jacek Spólnik,PL,,,"Commercial,Open Source",C#,,,LGPL v2,,,,B+Tree,,,,,,,,,,,,,,,,,,,
ndb-cluster,NDB Cluster,NDB Cluster is a distributed DBMS that backs the MySQL Cluster product. It can be used independently of a MySQL via a C++ API.,Key/Value,Custom API,Shared-Nothing,,https://dev.mysql.com/downloads/cluster/,,Oracle,SE,,,"Commercial,Open Source",C++,C++,,GPL v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
nebula-graph,Nebula Graph,Nebula Graph is an open source distributed graph database system developed by VEsoft Inc. The goal of Nebula Graph is to serve as a graph database solution that is for both OLTP (Online Transaction Processing) and OLAP (Online Analytical Processing) business scenarios.,Graph,Custom API,Shared-Nothing,https://nebula-graph.io/,https://github.com/vesoft-inc/nebula,,VEsoft inc.,CN,,,Open Source,C++,C++,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,
nedb,NeDB,"NeDB is a lightweight embedded document DBMS written in JavaScript. It supports Node.js, nw.js, Electron, and web browser environments. It is designed to be partially compatible with MongoDB's JSON-based query API. NeDB is useful for storing small amounts of data in memory. When the amount of data exceeds the bounds of what NeDB can hold effectively, switching to MongoDB is intended to be straightforward because it uses the same API.",Document / XML,Custom API,Embedded,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb,,Louis Chatriot,FR,,2017.0,Open Source,JavaScript,JavaScript,,MIT,,,,AVL-Tree,,,,,,In-Memory,,,,,,,,,,,,,
neo,NEO,"NEO (""Nexedi Enterprise Object"") is a distributed NoSQL DBMS that implements the ZODB API.",Document / XML,Custom API,Shared-Nothing,https://neo.nexedi.com/,https://lab.nexedi.com/nexedi/neoppod,,Nexedi,FR,,,"Commercial,Open Source",Python,,,GPL v3,Linux,,,,,,,,,,,,,,,,,,,,,,
neo4j,Neo4j,Neo4j is a graph database that leverages data relationships as first-class entities. It provides ACID Transactions with online backups and high availability.,Graph,Cypher,Shared-Nothing,https://neo4j.com/,https://github.com/neo4j/neo4j,,"Neo Technology, Inc.",SE,,,"Commercial,Open Source","Java,Scala","Java,Scala",,"AGPL v3,GPL v3","All OS with Java VM,Linux,Windows",,,"B+Tree,Inverted Index (Full Text)",,,,,,Disk-oriented,,,,,,,,,,,,,
neodatis-odb,NeoDatis ODB,NeoDatis ODB is a simple object-oriented DBMS.,Object-Oriented,Custom API,,http://neodatis.wikidot.com,https://sourceforge.net/projects/neodatis-odb/,,NeoDatis,BR,,2017.0,Open Source,Java,Java,,GPL v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,
neon,Neon,Neon is a serverless relational DBMS based on a PostgreSQL.,Object-Relational,,Shared-Disk,https://neon.tech/,https://github.com/neondatabase/neon,,Neon,US,,,"Commercial,Open Source","C,Rust",,,Apache v2,"Hosted,Linux",,,B+Tree,,,,,,Disk-oriented,,,,,,,,,,,,,
nessdb,nessDB,"nessDB is an embedded key-value DBMS written in ANSI C with BSD license. It does not require any external dependencies and works in most POSIX systems. As for storage engine, nessDB used LSM-tree (Log-Structured Merge Tree) in v1.8, B-epsilon-tree in v2.0. nessDB also used fractional cascading to speed up the query.",Key/Value,Custom API,Embedded,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB,,Bohu Tang,CN,,2016.0,Open Source,C,"C,C++,Java,Lua,Python",,BSD,"BSD,Linux",,,Log-Structured Merge Tree,,,,,,Disk-oriented,,,,,,,,,,,,,
nitrite,Nitrite,"Nitrite is a NoSQL embedded document store written in Java. The name is derived from,NO,sql,O,bject (NO2 is the chemical notation of ""nitrite""). It supports both in-memory and file-based storage using the H2 database.",Document / XML,Custom API,Embedded,https://www.dizitart.org/nitrite-database.html,https://github.com/dizitart/nitrite-database,,Anindya Chatterjee,IN,,,Open Source,Java,,,Apache v2,,,,,,,,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,
noisepage,NoisePage,"NoisePage is an in-memory relational DBMS designed to support self-driving (i.e., autonomous) operation. It is developed by the,Carnegie Mellon Database Group,.",Relational,SQL,Shared-Everything,https://noise.page/,https://github.com/cmu-db/noisepage,,Carnegie Mellon University,US,,,"Academic,Open Source",C++,,,MIT,"Linux,OS X",,,"B+Tree,Hash Table",,,,,,In-Memory,,,,,,,,,,,,,
noms,Noms,Noms is a decentralized DBMS that follows the same philosophy of the Git version control system.,Document / XML,,,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms,,Attic Labs,US,,2021.0,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
nosdb,NosDB,NosDB is an NoSQL DBMS for .NET applications.,Document / XML,"Custom API,HTTP / REST",,http://www.alachisoft.com/nosdb/,https://github.com/Alachisoft/NosDB,,Alachisoft,US,,,"Commercial,Open Source",C#,C#,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
nucliadb,NucliaDB,NucliaDB is a vector database.,Array / Matrix,"Custom API,HTTP / REST",,https://nuclia.com,https://github.com/nuclia/nucliadb,,Bosutech XXI S.L.,ES,,,"Commercial,Open Source","Python,Rust",,,AGPL v3,,,,Inverted Index (Full Text),,,,,,,,,,,,,,,,,,,
nudb,NuDB,NuDB is an append-only key/value DBMS written in C++11 as a single header file. It is designed to operate efficiently on SSD devices.,Key/Value,Custom API,Embedded,https://github.com/vinniefalco/NuDB,https://github.com/vinniefalco/NuDB,,Vinnie Falco,US,,,Open Source,C++,C++,,Boost Software License,,,,,,,,,,,,,,,,,,,,,,,
nutsdb,NutsDB,"NutsDB is a transactional key/value store database written in Go. All transactions executed in NutsDB are fully serializable. Transactions are categorized into types based on their level of access. In other words, there are read-only and read-write transactions. Multiple read-only transactions are allowed at the same time, and they could, of course, read values from a bucket using a key or traverse the buckets to find a range of key-value pairs. However, only one read-write transaction is allowed at the same time and it could read, update and delete from the data storage. The DBMS supports different data structures, such as list, set and sorted set.",Key/Value,Custom API,,https://xujiajun.cn/nutsdb/,https://github.com/xujiajun/nutsdb,,Jiajun Xu,CN,,,Open Source,Go,Go,,Apache v2,"Linux,OS X,Windows",,,B+Tree,,,,,,Hybrid,,,,,,,,,,,,,
objectbox,ObjectBox,"ObjectBox is an object-oriented DBMS library built for IoT and mobile devices. ObjectBox supports several programming languages (Java, C/C++, Go, Swift, Kotlin, and Python) and runs on multiple platforms (Linux, Windows, Mac/iOS, and Android). ObjectBox stores objects directly, instead of storing data in relational DBs and accessing them through an ORM layer. It has full ACID compatibility, provides transaction semantics, and uses MVCC for concurrency control.",Object-Oriented,Custom API,Embedded,https://objectbox.io/,https://github.com/objectbox/,,ObjectBox Limited,DE,,,"Commercial,Open Source","C,C++,Go,Java,Python,Swift","C,C++,Go,Java,Kotlin,Python,Swift",,Apache v2,"All OS with Java VM,Android,iOS,Linux,OS X,Windows",,,B+Tree,,,,,,Hybrid,,,,,,,,,,,,,
oceanbase,OceanBase,OceanBase is an open dource distributed relational DBMS which is fully compatible with MySQL. It handles HTAP mixed loads with one set of computing engines at the same time.,Relational,SQL,Shared-Nothing,https://oceanbase.com/,https://github.com/oceanbase/oceanbase,,OceanBase,CN,,,"Commercial,Open Source",C++,"C,C#,C++,Delphi,Go,Java,JavaScript,Perl,PHP,Python,Ruby",,Mulan PubL v2,"Hosted,Linux",,,B+Tree,,,,,,Disk-oriented,,,,,,,,,,,,,
ocelot,Ocelot,Ocelot was a short-lived relational DBMS project from Canada. It was written for Windows using mostly x86 assembly.,Relational,SQL,,http://ocelot.ca/source.htm,https://sourceforge.net/projects/ocelot/,,Ocelot Computer Services Inc.,CA,,2003.0,Open Source,Assembly,,,"GPL v2,Mozilla Public License",Windows,,,,,,,,,,,,,,,,,,,,,,
odaba,ODABA,ODABA is an object-oriented DBMS that supports a persistent programming language.,Object-Oriented,"Custom API,HTTP / REST",,http://www.odaba.com,https://sourceforge.net/projects/odaba/,,RUN Software,DE,,,"Commercial,Open Source",C++,"C#,C++",,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
olegdb,OlegDB,"OlegDB is a free, open-source, NoSQL (Key-Value) DBMS. It was primarily written in C, with a Go frontend layer, and is compatible with any POSIX compliant operating system. The user communicates with OlegDB using a simple REST API. They are also encouraged to adapt the system to their needs through several well-documented toggleable parameters.",Key/Value,HTTP / REST,Shared-Everything,http://olegdb.org,https://github.com/infoforcefeed/OlegDB,,"Quinlan Pfiffer, Kyle Terry",US,,,"Commercial,Open Source","C,Go",,,MIT,"AIX,BSD,Linux,OS X,Solaris,UnixWare,VxWorks",,,,,,,,,Disk-oriented,,,,,,,,,,,,,
openmldb,OpenMLDB,OpenMLDB is a relational DBMS that purports to better support ML applications.,Relational,"SQL,HTTP / REST",,https://github.com/4paradigm/OpenMLDB,https://github.com/4paradigm/OpenMLDB,,4Paradigm,CN,2017.0,,Open Source,C++,,,Apache v2,Linux,,,,,,,,,,,,,,,,,,,,,,
openqm,OpenQM,OpenQM is an open-source multi-value database management system.,Multi-Value,,,http://www.openqm.com/,,http://downloads.openqm.com/help/index.html,Ladybridge Systems,GB,1993.0,,"Commercial,Open Source",,,,"GPL v2,Proprietary","AIX,BSD,Linux,Solaris,Windows",,,,,,,,,,,,,,,,,,,,,,
opentsdb,OpenTSDB,"OpenTSDB is a distributed Time Series Database (TSDB) based on,HBase,. OpenTSDB was written by Benoit Sigoure to collect, store and display metrics of various computer systems (network gears, operating systems, applications), and generate readable data graphs easily. The developer claims that OpenTSDB is the first open-source monitoring system built on an open-source distributed database. OpenTSDB is written in Java.",Key/Value,"Custom API,HTTP / REST,Command-line / Shell",Shared-Disk,http://opentsdb.net/,https://github.com/OpenTSDB/opentsdb,http://opentsdb.net/docs/build/html/index.html,,US,2010.0,,Open Source,Java,,,LGPL v2,,Timestamp Ordering,,,,,,,,Disk-oriented,,,,,@OpenTSDB,,,,,"Naïve (Page-Level),Naïve (Record-Level)",,,
oracle-nosql,Oracle NoSQL,Oracle NoSQL Database (OND) is a distributed key-value DBMS. It use Berkeley DB (Java Edition) as its underlying storage manager on each node.,Key/Value,Custom API,Shared-Nothing,http://www.oracle.com/technetwork/products/nosqldb/,,,Oracle,US,2011.0,,"Commercial,Open Source",Java,,,"Apache v2,Proprietary",,,,,,Not Supported,,,,Disk-oriented,,,,,@OracleNoSQL,,,,,,,,
orbitdb,OrbitDB,"Conflict-free Replicated Data Types (CRDTs) are data structures whose network replicas can be updated concurrently and independently without replicas coordinating, with the guarantee that all inconsistencies can be resolved. OrbitDB utilizes CRDTs for conflict-free database merges and a decentralized peer-to-peer protocol for storage.","Key/Value,Document / XML",Custom API,Shared-Nothing,https://orbitdb.org/,https://github.com/orbitdb/orbit-db,https://github.com/orbitdb/field-manual,Haja Networks,DE,2015.0,,Open Source,JavaScript,,,MIT,"Linux,OS X",Not Supported,,,,Not Supported,Not Supported,,,,,,,,@orbit_db,,,,,,,,
orientdb,OrientDB,"OrientDB is a multi-model NoSQL DBMS that supports of graph, documents, key-value, and object-oriented storage. Instead of just implementing another layer with an API, OrientDB integrates those models. It also supports both disk-oriented and in-memory storages. Moreover, OrientDB supports SQL syntax with few differences from standard SQL and extends SQL syntax to support graph concepts. It is also an ACID compliant DBMS and able to handle transactional workloads. OrientDB supports a multi-master distributed architecture.","Key/Value,Document / XML,Graph,Object-Oriented","SQL,Stored Procedures,GraphQL,Gremlin,HTTP / REST",Shared-Nothing,https://orientdb.org/,https://github.com/orientechnologies/orientdb,https://orientdb.org/docs/,OrientDB LTD,GB,2010.0,,"Commercial,Open Source",Java,,,Apache v2,All OS with Java VM,Multi-version Concurrency Control (MVCC),,,,Not Supported,Physical Logging,,,Hybrid,,,,,@OrientDB,,,,,Naïve (Record-Level),,,
origodb,OrigoDB,"OrigoDB is an in-memory event-sourced database engine for NET/Mono environments. It allows users to design custom data models to fit their needs. It is not optimized for performance, and prioritizes simplified commands over performance in some cases.","Relational,Key/Value,Document / XML,Graph,Object-Oriented",Custom API,Shared-Nothing,http://origodb.com/,https://github.com/DevrexLabs/OrigoDB,http://origodb.com/docs/,Devrex Labs,SE,2011.0,,"Commercial,Open Source",C#,,,MIT,Windows,Multi-version Concurrency Control (MVCC),,,,Not Supported,Command Logging,,,In-Memory,,,,,,,,,,,,,
paldb,PalDB,PalDB is an embedded key/value store DBMS written in Java that supports write-only semantics.,Key/Value,Custom API,,https://github.com/linkedin/PalDB,https://github.com/linkedin/PalDB,,LinkedIn,US,2015.0,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
paper,Paper,Paper is an embedded object-oriented storage engine on Android with automatic schema migration support. It is designed for Java and Kotlin to quickly manage object storage without using SQL-like queries.,"Key/Value,Object-Oriented",Custom API,Embedded,https://github.com/pilgr/Paper,https://github.com/pilgr/Paper,,Aleksey Masny,SE,2015.0,,Open Source,Java,,,Apache v2,Android,Not Supported,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,
pearldb,PearlDB,PearlDB is a lightweight durable HTTP key-value DBMS written in C.,Key/Value,HTTP / REST,,https://github.com/willemt/pearldb/,https://github.com/willemt/pearldb/,,,NZ,2015.0,,Open Source,C,,,BSD,,,,,,,,,,,,,,,,,,,,,,,
pebble,Pebble,"Pebble is a key-value store written in Go and developed by Cockroach Labs. It is based on an unfinished,Go port of LevelDB,. Furthermore, additional features and optimizations are inspired by parts of,RocksDB,. Pebble is specifically created to suit the needs of,CockroachDB,- some features from RocksDB are modified, while others are completely left out. A few examples of modified features include using offsets instead of pointers in the skiplist, and changing the rate of flushes to match user writes.",Key/Value,Custom API,Embedded,https://github.com/petermattis/pebble,https://github.com/petermattis/pebble,https://github.com/petermattis/pebble/tree/master/docs,Cockroach Labs,US,2018.0,,Open Source,Go,,,BSD,,Deterministic Concurrency Control,,,,Not Supported,Physiological Logging,,,Disk-oriented,,,,,,,,,,,,,
percona-server,Percona Server,Percona Server is a branch of MySQL enhanced with additional features.,Relational,SQL,Shared-Everything,http://www.percona.com/software/percona-server,https://github.com/percona/percona-server,,Percona,US,2006.0,,"Commercial,Open Source",,,,,,,,,,,,,,Disk-oriented,,,,,@Percona,,,,,,,,
perst,Perst,"Perst is an open source, dual license, object-oriented embedded database system (ODBMS). It is available in one edition developed as an all-Java embedded database, and another implemented in C# (for Microsoft .NET Framework applications). Users can redistribute and/or modify Perst under the terms of the GNU General Public License version 3 (or earlier versions) as published by the Free Software Foundation. For projects that don’t fit under the GPL, a commercial license for Perst may be purchased.",Object-Oriented,,Embedded,http://www.mcobject.com/perst,https://www.mcobject.com/perst/,,Konstantin Knizhnik,RU,2003.0,,Open Source,Java,,,"GPL v3,Proprietary","Android,Windows",,,,,,,,,,,,,,@McObject,,,,,,,,
